trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
173,False,"{'a': 0.7, 'e': 0.17728440996987782}",20,12,-28.89276792550224,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.7, 'e': 0.17552040061699686}",20,11,18.87359262163415,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.7, 'e': 0.17377394345044514}",30,9,-29.224793419891526,"{0: 17, 1: 1, 2: 1, 3: 2, 4: 0}",1
176,False,"{'a': 0.7, 'e': 0.17204486382305054}",25,0,-35.13352815427537,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
177,False,"{'a': 0.7, 'e': 0.17033298882540943}",20,4,20.59262674677795,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.7, 'e': 0.1686381472685955}",20,2,-1.6273650524521897,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
179,False,"{'a': 0.7, 'e': 0.1669601696670407}",25,7,-11.567596575863234,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.7, 'e': 0.16529888822158653}",20,0,-13.267091008259207,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
181,False,"{'a': 0.7, 'e': 0.16365413680270405}",20,14,11.627647665167753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.7, 'e': 0.16202575093388075}",25,9,0.34362234631027366,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
